ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000320497
  Energy(MeV/n)              u              v              w              x              y              z
   1.017706e+02   4.329159e-02   6.617834e-01  -7.484441e-01   7.030049e+01  -7.574160e+01   7.070519e+01
   2.016930e+02   5.587267e-01  -2.573413e-01  -7.884161e-01  -8.762372e+01  -3.809708e+01   7.717529e+01
   1.093723e+03   1.298406e-01   2.731483e-01  -9.531692e-01   7.565769e+01  -7.140527e+01   9.475675e+01
   9.368228e+01  -1.877636e-01  -3.591973e-01  -9.141784e-01   8.235483e+00   7.662383e+01   7.758946e+01
   3.131023e+02  -2.243515e-01   1.666246e-01  -9.601576e-01  -3.590485e+01  -1.954228e+01   1.091478e+02
   1.997539e+03   4.995098e-01  -1.418948e-02  -8.661920e-01  -3.703617e+01  -8.654934e+01   9.550788e+01
   3.442349e+02  -5.531760e-01   7.412251e-01  -3.802389e-01   1.013836e+02  -5.878359e+01   9.077899e-01
   1.573578e+03  -5.187118e-01  -1.920617e-01  -8.330968e-01  -3.005040e+01   2.051675e+01   1.340145e+02
   1.304123e+03   3.291085e-01  -6.299167e-02  -9.421888e-01   2.159909e+00  -3.276056e+01   1.090806e+02
   7.538553e+01   8.446437e-01  -1.289106e-01  -5.195759e-01  -5.387645e+01  -7.159852e+00   1.066573e+02
   2.502954e+03   1.102790e-02  -8.046697e-01  -5.936204e-01  -5.334638e+01   1.218022e+02   2.360415e+00
   1.976406e+01  -5.330340e-01  -4.620878e-01  -7.087663e-01   1.227716e+02   1.989659e+01   3.578695e+01
   3.011832e+02  -2.268998e-01   1.965599e-01  -9.538767e-01  -6.101317e+01  -6.975633e+01   1.049743e+02
   2.059222e+02   4.458083e-01  -7.029887e-01  -5.541315e-01  -6.961422e+01   9.506157e+01   3.858627e+00
   4.369305e+02   1.841621e-01   3.377238e-01  -9.230530e-01  -2.996448e+01   1.354303e+01   1.073129e+02
   5.548192e+01   6.046153e-01   7.504684e-01  -2.669036e-01  -6.298819e+01  -8.099790e+01   4.233792e+00
   6.009104e+02  -3.404290e-01  -2.829158e-01  -8.966977e-01   6.242501e+01   7.826389e+01   6.312788e+01
   7.992076e+01  -7.273729e-01   3.276765e-01  -6.029567e-01   9.825119e+01  -4.247286e+00   4.501651e+01
   1.238526e+03   5.584263e-01   1.328015e-01  -8.188552e-01   7.114730e+00  -1.746790e+00   1.266904e+02
   8.597180e+02   5.823601e-01   3.814546e-01  -7.178782e-01   1.387723e+01  -4.202587e+01   1.282259e+02
   1.574404e+02  -3.965226e-01   3.372829e-01  -8.538209e-01   4.274230e+01   3.371993e+01   1.105910e+02
   5.874330e+00   7.016304e-01   5.690415e-01  -4.288434e-01  -2.715736e+01  -7.929415e+01   8.353612e+01
   3.209113e+02  -5.066391e-01  -6.730678e-01  -5.387918e-01   8.475153e+01   9.671513e+01  -1.491165e+01
   6.492167e+02   2.884053e-01   3.088059e-01  -9.063450e-01   3.029722e+01  -7.726815e+01   9.364758e+01
   1.747581e+02   1.399894e-01  -2.909663e-01  -9.464362e-01   5.587027e+01   3.963011e+01   1.017398e+02
   1.925980e+02   9.587958e-03  -1.335209e-01  -9.909996e-01   1.456623e+01  -5.632587e+01   1.086381e+02
   3.688863e+02  -6.009545e-01   4.974777e-02  -7.977336e-01   8.478501e+01  -8.478919e+01   5.619670e+01
   9.469395e+00   4.949359e-01   2.582565e-01  -8.296638e-01  -1.350051e+01  -7.132831e+01   9.027405e+01
   5.756014e+02   2.849476e-01  -1.916544e-01  -9.391876e-01  -1.219855e+02   1.576994e+01   6.624677e+01
   8.110578e+02   1.083083e-01  -1.978498e-01  -9.742303e-01  -6.687850e+01  -2.286903e+00   9.567446e+01
   3.960886e+02  -5.717901e-01   3.020917e-01  -7.627560e-01  -9.770475e+00  -7.491798e+01   1.087564e+02
   2.811137e+02  -3.909938e-01  -2.017073e-01  -8.980189e-01   2.569383e+01   4.270369e+01   9.057740e+01
   2.208983e+02   1.225555e-01   5.774382e-01  -8.071835e-01  -5.212866e+01  -7.067112e+01   6.541653e+01
   1.361740e+02  -6.301190e-02   9.774509e-02  -9.932147e-01   6.639610e+01   1.264719e+00   9.659531e+01
   3.162671e+02   1.291273e-01  -3.247457e-01  -9.369452e-01  -4.248082e+01   7.948595e+01   7.332536e+01
   1.785490e+02  -9.443538e-02  -5.887038e-03  -9.955136e-01  -3.163125e+00  -2.250843e+01   1.008838e+02
   1.986440e+01  -7.801187e-02   1.367257e-01  -9.875324e-01  -4.859645e+00  -9.110401e+01   8.903288e+01
   2.462503e+02   6.988606e-01  -1.063140e-01  -7.073127e-01  -1.168922e+02   3.411176e+01   2.075758e+01
   1.526025e+03  -4.381589e-01   7.099228e-02  -8.960898e-01   1.265360e+01   3.971537e+01   1.085552e+02
   6.661468e+02   3.147293e-02  -1.024496e-01  -9.942402e-01  -3.315846e+01   6.551302e+01   9.277901e+01
   1.179736e+01   5.385385e-01  -6.852509e-02  -8.398099e-01  -1.196504e+02   6.298052e+01   3.720829e+01
   2.775066e+03  -5.145623e-01   1.028525e-01  -8.512620e-01   3.756083e+01   1.382830e+01   9.643903e+01
   2.799758e+02   1.878726e-01   5.672747e-01  -8.018125e-01  -7.850298e+01  -3.529435e+01   8.135299e+01
   1.286361e+01  -2.815768e-01  -7.880875e-01  -5.473870e-01   4.109484e+01   1.068251e+02   7.747934e+00
   4.207230e+02   7.403825e-01  -7.769796e-02  -6.676801e-01  -1.297601e+01  -2.417704e+01   1.381969e+02
   1.518997e+03  -6.643528e-02  -1.793421e-01  -9.815410e-01   3.883892e+01   6.498965e+00   9.806436e+01
   6.098108e+01   5.790368e-01   5.400375e-01  -6.107993e-01  -1.056460e+02  -5.141064e+01   1.811296e+01
   8.277836e+02  -1.831547e-01   1.603534e-02  -9.829533e-01   8.229351e+01   4.172119e+01   8.708101e+01
   8.297710e+00  -2.815111e-01   6.153377e-01  -7.362819e-01  -2.328583e+01  -3.192798e+01   1.180373e+02
   4.158503e+02   4.610524e-01   5.777532e-02  -8.854901e-01  -4.106725e+01   5.180277e+01   9.492909e+01
   9.666290e+02   2.639432e-01   2.719780e-01  -9.253983e-01   2.253528e+01  -8.066681e+01   9.078084e+01
   1.361091e+03  -7.187569e-01   3.021763e-01  -6.261614e-01   7.927351e+01   4.254707e+01   8.923951e+01
   2.396483e+02   4.573493e-02  -2.462026e-01  -9.681387e-01  -1.260432e+01   4.324394e+01   9.169840e+01
   5.749230e+01  -1.545543e-01  -8.784358e-01  -4.521764e-01   1.584879e+01   1.220239e+02  -2.131829e+01
   2.303057e+02  -6.524531e-01   5.048926e-02  -7.561454e-01   1.202660e+02   1.289861e+01   2.933738e+01
   2.503322e+02   2.059620e-01  -3.513634e-01  -9.133036e-01  -2.018299e+01   3.088081e+01   9.306072e+01
   1.505126e+03   1.398480e-02   2.113742e-02  -9.996788e-01  -5.859416e+01  -7.208894e+01   9.768818e+01
   1.542456e+03  -6.617741e-01   1.162061e-01  -7.406424e-01   1.007010e+02   7.026465e+01   5.606466e+01
   3.015815e+02  -4.676718e-02   5.971362e-01  -8.007754e-01  -1.382509e+01  -8.593774e+01   6.160283e+01
   4.817035e+02   2.913044e-02   2.005943e-02  -9.993743e-01   2.027022e+01  -9.071919e+01   9.883254e+01
   2.966465e+02  -7.043028e-01   2.291344e-02  -7.095298e-01   3.564214e+01  -8.628869e+01   1.027722e+02
   1.102872e+02   3.707637e-01   7.439668e-01  -5.559206e-01  -9.326483e+01  -1.006576e+02  -1.702601e+01
   3.620516e+01  -2.466106e-01  -5.188477e-01  -8.185233e-01  -9.730870e+00   4.379917e+01   9.733949e+01
   1.348548e+02   1.188505e-01   3.561285e-01  -9.268479e-01  -5.993402e+01  -1.149456e+02   5.604091e+01
   2.056343e+02   2.722675e-01  -9.618347e-01  -2.728384e-02  -8.478821e+01   8.156771e+01  -5.643347e+01
   2.374667e+02  -9.046975e-03   8.038912e-01  -5.947076e-01   4.829814e+01  -8.988285e+01   4.591671e+01
   1.424253e+02   5.064020e-01   1.451808e-01  -8.499880e-01  -4.253069e+01  -5.380520e+01   8.311988e+01
   6.778426e+01  -9.030835e-01  -3.651714e-01   2.260308e-01   6.070873e+01   5.521113e+01  -1.106638e+02
   7.167554e+01   1.134471e-01   1.434960e-01  -9.831270e-01  -5.446548e+01   4.937497e+01   1.026380e+02
   2.387954e+02  -8.332330e-01  -2.069530e-01  -5.127312e-01   1.215080e+02  -4.107158e+01   1.415050e+01
   1.545650e+03  -2.863294e-01  -3.665433e-01  -8.852466e-01   6.381673e+01  -5.046090e+00   9.441099e+01
   5.794677e+01  -4.788107e-01   5.376286e-02  -8.762704e-01   1.236771e+02   2.490659e+01   4.806864e+01
   6.153380e+02  -1.702841e-01   2.309295e-02  -9.851244e-01  -6.189630e+00   4.501780e+00   1.026855e+02
   1.016299e+02   3.355819e-01   2.949236e-01  -8.946535e-01  -8.201625e+01   1.846483e+00   8.161976e+01
   1.001624e+03  -4.570002e-01   7.109526e-03  -8.894382e-01   8.694211e+01   3.026739e+01   6.800093e+01
   2.426721e+03  -2.026610e-02  -1.228782e-01  -9.922148e-01  -2.991104e+01   5.942985e+01   9.403563e+01
   2.287859e+02   3.834651e-01   1.580530e-01  -9.099306e-01  -9.413369e+01   2.044085e+01   7.377898e+01
   4.049684e+02  -4.468642e-01  -1.632602e-01  -8.795786e-01   1.050995e+02  -3.780369e+01   6.731250e+01
   3.234627e+02  -4.019155e-01  -2.018362e-01  -8.931551e-01  -2.377367e+01  -1.861519e+01   1.268674e+02
   3.493494e+02  -1.488350e-01   1.242107e-01  -9.810300e-01   4.061956e+01  -8.915439e+01   8.448311e+01
   9.912367e+00  -7.759179e-01  -2.076963e-01   5.956624e-01   3.043768e+01   3.640885e+01  -1.155367e+02
   1.807513e+02  -4.909962e-02   9.955549e-01   8.037211e-02   3.123136e+01  -1.031547e+02   5.262545e+01
   1.072973e+03  -4.117151e-01  -1.081842e-02  -9.112484e-01   4.625193e+01  -4.006540e+01   8.931794e+01
   3.753741e+02   2.678716e-01  -6.045464e-01  -7.501789e-01  -1.869364e+01  -1.078854e+00   1.274959e+02
   2.807970e+02   2.546845e-01  -1.010743e-01  -9.617275e-01   4.169662e+01  -1.745964e+01   1.168566e+02
   1.845409e+03   1.062875e-02  -2.452097e-01  -9.694118e-01   3.020677e+01  -2.939219e+01   1.109212e+02
   8.819246e+01  -1.401419e-01  -3.725425e-01  -9.173725e-01   3.184419e+01   3.471538e+01   9.004449e+01
   4.169601e+01   7.437623e-01  -2.748115e-01  -6.093409e-01  -9.877639e+01   3.219948e+01   2.902327e+01
   4.784640e+01  -3.751780e-01  -4.661707e-01  -8.012030e-01   1.108966e+02   4.228941e+01   4.827735e+01
   3.188604e+01   5.865497e-01  -1.866135e-01  -7.881211e-01  -7.423655e+00   7.554742e+01   1.034708e+02
   6.835297e+02  -1.558036e-01   9.493007e-02  -9.832159e-01   3.752932e+01   8.032276e+01   1.035153e+02
   1.115672e+02  -2.191215e-01  -1.244986e-01  -9.677220e-01   8.829835e+01   5.336814e+01   7.647617e+01
   8.325974e+02  -3.345845e-01   4.560499e-01  -8.246646e-01   8.069558e+01  -7.389075e+01   4.765894e+01
   4.992919e+01  -1.107002e-01  -8.798767e-01  -4.621281e-01   7.581996e+01   1.089380e+02  -9.186330e+00
   1.375929e+02  -5.143342e-01  -8.285200e-01  -2.213934e-01   8.981136e+01   4.854816e+01   6.135608e+01
   1.288820e+02   4.315359e-01   3.082084e-01  -8.478115e-01  -1.510733e+01  -4.581705e+01   9.360505e+01
   3.970384e+02   3.933134e-01  -2.425209e-01  -8.868417e-01  -8.016802e+01   3.204707e+01   6.844148e+01
   1.046056e+02  -3.972971e-01  -7.287933e-01  -5.576875e-01   9.934540e+01   4.361351e+01   5.154342e+01
   6.636217e+01   2.414025e-01   6.023085e-01  -7.608872e-01  -6.373447e+01   1.033671e+01   1.193873e+02
   5.683991e+02  -8.695782e-02  -2.967738e-02  -9.957698e-01  -6.337840e+01  -1.198567e+01   1.063167e+02
   4.305808e+02  -7.453694e-01  -2.135004e-01  -6.315394e-01   9.418226e+01  -6.527029e+01   6.925088e+01
   1.388247e+03   1.136674e-01   5.041733e-02  -9.922388e-01  -8.613746e+01   5.886192e+01   9.390546e+01
   5.243104e+01   1.220616e-02  -4.647108e-03  -9.999147e-01  -7.012010e+01   6.903184e+00   9.912048e+01
   1.896897e+03   3.178770e-01  -4.175931e-01  -8.512169e-01  -3.928290e+01   1.091413e+02   4.926618e+01
   4.429585e+01   1.360120e-01  -7.502063e-01  -6.470635e-01   3.750694e+01   4.910179e+01   1.054996e+02
   5.245682e+02   7.371130e-01   3.303909e-01  -5.894966e-01  -2.342672e+01  -9.629034e+01   8.637608e+01
   4.841435e+02   3.886046e-01   2.726985e-01  -8.801261e-01  -4.227193e+01   1.232646e+01   9.877487e+01
   2.175961e+02  -6.935847e-01  -2.634902e-01  -6.704574e-01   1.087094e+02  -2.487242e+00   3.767005e+01
   1.027972e+02  -4.559732e-01  -5.818778e-02  -8.880893e-01   4.244031e+01   5.298456e+01   8.733953e+01
   2.585291e+02  -7.418049e-02  -6.614138e-01  -7.463438e-01   6.018090e+01   9.684653e+01   4.217912e+01
   1.441452e+02   1.681937e-01  -7.258216e-01  -6.670037e-01   5.281968e+01   5.310896e+01   1.054512e+02
   1.880027e+02   2.806761e-01  -4.641498e-01  -8.401107e-01  -8.364655e+01   7.584364e+01   4.918353e+01
   2.268521e+02  -7.320418e-01  -3.666357e-01  -5.741891e-01   1.270017e+02   1.242457e+01   4.308950e+00
   1.500516e+02  -6.093319e-01   3.336733e-01  -7.192891e-01   1.320552e+02   2.031297e+01   3.658119e+01
   1.215175e+03   1.063681e-01  -3.202832e-01  -9.413312e-01  -5.175403e-01   4.693200e+01   9.020567e+01
   2.979653e+02  -7.188271e-01  -1.434403e-01  -6.802297e-01   1.427773e+01   8.119126e+00   1.302092e+02
   2.798229e+03   1.140807e-02  -1.364367e-01  -9.905831e-01  -6.547252e+01   5.856428e+01   9.213035e+01
   8.383269e+02  -3.298984e-01  -4.252157e-02  -9.430583e-01  -3.126802e+01  -1.976017e+00   1.170652e+02
   1.138321e+02   4.269841e-01  -3.451239e-02  -9.036003e-01  -5.942403e+01  -6.226174e+01   8.496643e+01
   3.676858e+02  -1.687802e-01  -1.029166e-01  -9.802660e-01  -3.076793e+01  -5.963479e+01   1.135716e+02
   1.367246e+02   1.585251e-01  -7.110942e-01  -6.849926e-01   6.121113e+01   6.489423e+01   9.278581e+01
   5.066264e+01   5.884804e-01   5.131607e-02  -8.068813e-01  -1.154564e+02   5.705141e+01   4.335687e+01
   1.780273e+02   1.506166e-02  -8.523413e-01  -5.227690e-01  -2.110326e+01   5.375826e+01   1.030317e+02
   3.935901e+02  -5.552904e-01  -6.215862e-01  -5.525243e-01  -1.456610e+01   1.200385e+02   6.058400e+01
   1.831934e+02  -4.500194e-01   7.768570e-01  -4.404268e-01   5.238406e+01  -5.835882e+01   7.058993e+01
   3.283187e+02  -3.869984e-01  -5.441694e-02  -9.204733e-01   1.202432e+02   3.243737e+01   5.616778e+01
   1.878522e+02   2.270469e-01  -4.653889e-01  -8.554898e-01  -6.301807e+01   4.883214e+01   7.360229e+01
   1.186322e+02   9.163190e-02   4.421760e-01  -8.922354e-01  -5.050870e+01  -1.185221e+02   4.815338e+01
   4.398720e+02  -2.925101e-01  -2.952760e-01  -9.095328e-01  -3.399852e+01   7.080443e+00   1.185820e+02
   2.308367e+02  -9.096419e-02  -8.395257e-01  -5.356512e-01  -2.502311e+01   5.634196e+01   1.026334e+02
   1.954625e+00  -5.609161e-02   7.865793e-01  -6.149364e-01  -1.354606e+01  -1.253614e+02   3.501410e+00
   3.757610e+02  -3.739461e-01  -1.980569e-02  -9.272389e-01   1.713139e+01   7.056242e+01   9.943095e+01
   8.689606e+01   4.368337e-01   3.264260e-01  -8.382257e-01   2.834111e+01  -3.289891e+01   1.212577e+02
   1.871857e+02   3.341855e-01   4.905349e-01  -8.047954e-01  -1.836828e+01   7.302667e+00   1.210790e+02
   1.068784e+02   7.785792e-01  -4.754411e-01  -4.095977e-01  -4.444088e+01   3.773506e+01   1.158660e+02
   4.972812e+01  -1.897537e-01  -4.088886e-01  -8.926386e-01   8.119148e+01   7.431225e+01   6.072803e+01
   2.430575e+02  -4.276006e-01  -2.116025e-01  -8.788527e-01   1.894855e+01   8.527541e+01   8.403353e+01
   1.182279e+03   2.234086e-01   2.652282e-01  -9.379460e-01  -4.113431e+01  -6.662837e+01   7.797733e+01
   5.548835e+02  -2.732805e-01  -7.455363e-01  -6.078597e-01   4.135749e+01   5.998701e+01   7.234451e+01
   7.669414e+01  -4.516442e-01   1.512389e-01  -8.792863e-01  -1.364873e+01  -4.833829e+01   1.124250e+02
   4.787993e+02  -3.553472e-01  -4.676213e-01  -8.093569e-01   1.744709e+01   9.585284e+01   6.051396e+01
   4.998539e+01   3.451998e-01  -6.040455e-01  -7.183079e-01  -2.537460e+00   1.532925e+01   1.251058e+02
   2.217454e+03   6.053322e-01   2.253954e-01  -7.633937e-01  -9.129328e+01   5.645642e+01   7.527211e+01
   1.383927e+02  -6.257054e-01  -2.709713e-01  -7.314829e-01   7.207541e+01   5.335971e+01   5.528916e+01
   1.637114e+03   1.569710e-01  -1.284784e-01  -9.792106e-01  -9.492764e+01   5.251787e+01   8.001517e+01
   1.093724e+02  -5.902007e-01  -2.454551e-01  -7.690351e-01   1.380518e+02   1.758191e+01   1.847269e+01
   4.318336e+02   7.299560e-01  -4.186470e-01  -5.402768e-01  -1.944564e+01   5.469414e+01   1.164366e+02
   6.062832e+02  -8.378075e-02  -2.208054e-01  -9.717128e-01   4.054296e+01   3.029065e+01   9.253242e+01
   6.000492e+00   8.173647e-01   4.670064e-01   3.373721e-01  -7.804004e+01  -9.806403e+00  -9.376346e+01
   6.912268e+01   6.020712e-01   6.259397e-01  -4.956913e-01  -4.104245e+01  -3.312630e+01   1.100573e+02
   7.542602e+01   4.683509e-01   1.984589e-01  -8.609654e-01  -5.292542e+00   3.045526e+00   1.139716e+02
   1.688149e+02  -5.786518e-01  -6.245574e-02  -8.131798e-01   1.936640e+01  -8.375552e+00   1.098363e+02
   5.383706e+02  -7.199785e-01   2.719690e-01  -6.384856e-01   8.879379e+01   5.944782e+01   8.181601e+01
   1.881182e+03   2.879166e-01   1.363689e-01  -9.478964e-01  -4.868990e+01   3.476162e-01   9.075757e+01
   2.702578e+01  -3.762107e-01   7.543056e-02  -9.234586e-01   2.300393e+00   7.330558e+01   1.133392e+02
   4.269213e+02  -2.311325e-01   6.842342e-01  -6.916657e-01   3.382102e+01  -1.365337e+02  -1.790071e+00
   3.356365e+02  -5.019641e-01  -2.011561e-02  -8.646545e-01   4.992122e+01   6.790568e+01   8.509223e+01
   1.577692e+02   7.203286e-02  -1.222715e-01  -9.898793e-01   7.444870e+00   2.485287e+01   9.849431e+01
   3.965491e+02   1.235547e-01   4.341512e-02  -9.913876e-01  -4.743776e+01  -8.881769e+01   9.106712e+01
   8.357972e+02  -2.610410e-01   1.642022e-01  -9.512598e-01  -3.745479e+01  -6.477854e+01   1.042202e+02
   2.237812e+02   1.487619e-02  -9.998857e-01  -2.700355e-03  -6.198894e+01   9.896041e+01   4.767689e+01
   6.919960e+02   2.540240e-01   1.016338e-01  -9.618432e-01   5.385291e+01  -3.081971e+00   1.178640e+02
   2.530438e+02  -3.343502e-02   9.413645e-02  -9.949977e-01  -5.447386e+01  -7.199457e+01   9.552185e+01
   1.378132e+03  -1.393074e-01   6.073547e-01  -7.821213e-01  -1.190927e+01  -1.208869e+02   3.610412e+01
   5.094323e+01  -9.516369e-02   8.240890e-01  -5.584095e-01   6.287121e+01  -6.148187e+01   7.763194e+01
   1.755883e+02  -4.116939e-01  -6.742889e-01  -6.130601e-01   3.442014e+01   7.676078e+01   5.557449e+01
   1.805691e+02  -4.484912e-01  -4.912468e-01  -7.466808e-01  -1.074693e+01   4.817349e+01   1.086874e+02
   2.799826e+02   4.009560e-02  -4.082877e-01  -9.119723e-01  -6.590341e+01   4.364473e+01   8.721532e+01
   7.816805e+02  -1.393948e-01   4.545480e-01  -8.797472e-01   9.772892e+01  -5.947452e+01   6.745469e+01
   2.332678e+02   7.837440e-01   6.171902e-01  -6.943691e-02  -4.561105e+01  -9.356812e+01   9.365747e+01
   9.482606e+01  -6.760384e-01  -2.680855e-01  -6.863689e-01   3.436969e+01   2.304468e+01   1.028409e+02
   1.207602e+02  -7.000985e-01   3.225687e-01  -6.370334e-01   1.798928e+01   4.793466e+00   1.396347e+02
   5.958776e+01   4.582296e-01  -5.483185e-01  -6.995516e-01   8.491013e+00   1.160069e+02   5.758277e+01
   2.201335e+02   4.098234e-01   2.123845e-01  -8.870950e-01   3.484906e+01  -4.315548e+00   1.277940e+02
   6.779041e+02   2.226606e-01   3.563951e-02  -9.742444e-01  -1.682991e+01  -4.018371e+01   9.732724e+01
   1.039162e+03  -6.682095e-04  -5.137808e-01  -8.579212e-01   4.700443e+01   1.067163e+02   5.261531e+01
   1.858855e+02  -6.435597e-01  -5.940773e-01  -4.826004e-01   5.465136e+01   2.216380e+01   1.070484e+02
   7.068428e+01  -1.514660e-01  -8.196240e-02  -9.850585e-01   2.441237e-01   2.018515e+01   9.979976e+01
   2.373776e+02  -4.111962e-01   9.467293e-02   9.066172e-01   3.618923e+01   3.178020e+01  -9.720514e+01
   8.831428e+01   1.031625e-01  -1.279929e-01  -9.863951e-01   2.880810e+01  -7.499475e+01   1.141234e+02
   2.973343e+02  -4.715662e-01  -5.593013e-01  -6.817678e-01   9.414730e+01   8.259133e+00   7.478202e+01
   2.767852e+02  -2.911992e-01   6.099111e-01  -7.370288e-01   4.972085e+01  -1.089885e+02   2.584438e+01
   5.139330e+01  -3.673975e-01   7.826057e-01  -5.025410e-01   7.779917e+01  -2.556859e+01   1.022935e+02
   1.610855e+02  -3.192292e-01  -4.801659e-02  -9.464603e-01  -2.956422e+01   9.828102e+00   1.151299e+02
   8.310213e+02   4.589527e-01   1.390260e-02  -8.883519e-01  -7.280110e+01  -4.244474e+01   7.429223e+01
   4.029168e+01  -8.998474e-01  -5.685160e-02  -4.324842e-01   9.752899e+01  -3.091750e+01   3.236304e+01
   1.944643e+02   1.485244e-01  -5.947480e-01  -7.900730e-01   4.993624e+01   1.375226e+01   1.256056e+02
   5.661809e+01  -4.370276e-01  -6.675851e-01  -6.027743e-01   1.774564e+01   5.485387e+01   9.228170e+01
   8.543833e+01  -5.453236e-03   2.950493e-01  -9.554665e-01  -2.257610e+01  -2.331737e+01   9.758934e+01
   2.454210e+02  -5.808236e-03   9.834732e-01  -1.809606e-01   6.979782e+01  -9.531434e+01   3.235787e+01
   2.369022e+02   3.793591e-01   4.583758e-01  -8.037278e-01  -8.692858e+01  -2.842242e+01   6.718034e+01
   6.754746e+00  -9.323643e-01   2.661897e-01  -2.446219e-01   9.051824e+01  -6.518353e+01  -7.142290e+00
   3.848621e+02  -1.271537e-01  -3.515639e-01  -9.274884e-01  -6.832231e+01   3.093285e+01   1.054596e+02
   7.755099e+02  -1.462247e-01   3.827997e-01  -9.121857e-01   5.613854e+01  -6.371492e+01   7.388967e+01
   4.302317e+01  -5.510791e-01  -3.098020e-01  -7.748126e-01  -8.707975e+00   1.532769e+01   1.291283e+02
   5.645488e+02   2.631390e-01  -4.143291e-01  -8.712573e-01  -3.384257e+01  -1.227557e+01   1.103931e+02
   1.115309e+02  -2.139531e-01   3.100388e-01  -9.263369e-01  -8.158058e+00  -8.424569e+01   8.163986e+01
   8.227458e+02  -6.074238e-01   4.949431e-02  -7.928346e-01   1.112934e+01   2.039571e+00   1.177304e+02
   2.864041e+02  -1.488362e-01  -5.800603e-01  -8.008607e-01   9.903136e-01   1.204545e+02   3.743689e+01
   1.652947e+02   2.795364e-01  -5.677268e-01  -7.743034e-01  -3.007033e+01   7.427077e+01   6.383641e+01
   8.402912e+02  -2.948885e-01   6.259964e-01  -7.219205e-01   1.470396e+01  -7.858511e+01   6.436993e+01
   2.927889e+02  -9.571450e-01   2.423485e-01  -1.585579e-01   1.042620e+02  -3.236199e+01  -4.816383e+01
   7.921485e+01  -7.062682e-01   6.810739e-01  -1.931932e-01   1.007887e+02  -3.096788e+01   3.998439e+01
   2.256816e+01   9.794676e-01  -1.841104e-01   8.213719e-02  -1.079196e+02  -3.181318e+01  -1.866976e+00
   5.819081e+01  -8.340238e-03   5.882675e-01  -8.086234e-01  -8.560939e+01  -3.285922e+01   1.006451e+02
   3.503936e+02  -2.260603e-01  -7.114575e-02  -9.715117e-01   7.500338e+01   8.726408e+01   7.908937e+01
   6.802218e+00   2.382854e-01   3.737114e-02  -9.704759e-01   2.021870e+01   5.971926e+01   1.103063e+02
   1.083844e+01  -8.596735e-01  -3.629979e-01  -3.594355e-01   6.275359e+01   8.990275e+00   1.190448e+02
   9.217836e+01  -7.168348e-02  -1.396003e-01  -9.876099e-01   1.575718e+01  -3.589206e+01   1.051843e+02
   3.951387e+02  -4.909791e-01  -6.116594e-01  -6.203324e-01   1.080712e+02  -7.184688e+00   8.275223e+01
   1.849573e+02   4.598093e-01   7.889214e-01  -4.076499e-01  -2.368020e+01  -1.289580e+02  -3.097287e+01
   1.729928e+02  -7.099241e-01  -7.035616e-01   3.176249e-02   1.237392e+02   1.932788e+01   4.545508e+01
   1.209595e+02   3.479331e-01  -8.722857e-02  -9.334526e-01  -1.092744e+02   1.150991e+01   6.532291e+01
   9.427473e+02  -5.519902e-02   1.419731e-01  -9.883303e-01  -6.527234e+01  -4.558240e+01   9.827838e+01
   3.248116e+03   6.090302e-02   4.256285e-01  -9.028461e-01   7.087751e+01   9.022849e-01   1.159674e+02
   4.415848e+02   3.939068e-01   1.993433e-01  -8.972735e-01  -7.393171e+01  -8.384801e+01   6.036427e+01
   4.760256e+02   6.577330e-01  -4.365063e-01  -6.138807e-01  -1.121471e+02  -1.377344e+00   4.371918e+01
   5.368659e+02   6.324395e-01   4.343420e-01  -6.413793e-01  -3.016420e+01  -1.082754e+02   5.284611e+01
   1.002462e+01   9.006850e-01   1.404426e-01  -4.111476e-01  -6.800600e+01  -2.041103e+01   8.727142e+01
   6.850113e+02  -8.120055e-02  -3.907174e-01  -9.169222e-01  -5.968597e+01   1.018730e+02   7.093620e+01
   4.415436e+01  -4.266094e-01  -5.072998e-02  -9.030121e-01   1.234845e+02   1.023068e+01   5.182806e+01
   1.637098e+02  -6.009056e-01  -5.742088e-01  -5.560546e-01   6.022070e+01   2.785340e+01   8.599763e+01
   1.030572e+02   5.296450e-01   5.732610e-01  -6.251784e-01  -6.644653e+01   5.460842e+00   1.086689e+02
   1.755228e+03   1.830270e-01   5.052870e-01  -8.433185e-01  -8.280077e+01  -3.711759e+01   7.836918e+01
   3.783437e+02  -8.829753e-01  -3.927674e-01  -2.570767e-01   1.175341e+02   2.315902e-01  -1.505653e+01
   1.656223e+02  -1.935807e-01  -5.110617e-01  -8.374619e-01   4.964324e+01   8.760473e+01   5.447245e+01
   2.075311e+02  -1.506422e-02  -9.009362e-02  -9.958194e-01   8.011733e+01  -3.962947e+01   1.027932e+02
   3.855585e+02   1.629885e-01   3.557206e-01  -9.202704e-01   7.168130e+00  -1.193586e+02   6.379647e+01
   4.610812e+02  -3.015714e-01   8.559272e-01  -4.200516e-01  -2.502523e+01  -1.179142e+02   1.576208e+01
   2.792630e+02   6.996173e-01   7.064499e-01  -1.070709e-01  -5.922841e+01  -7.339081e+01   6.272334e+01
   4.874251e+01   1.987612e-01  -9.085076e-01   3.675703e-01   4.820999e+01   1.305602e+02   2.457390e+01
